Index	Sample Name	Sample Type	Component Name	Component Type	Component Group Name	Actual Concentration	Expected RT	Area	Retention Time	Retention Time Delta (min)	Used	Calculated Concentration	Adduct / Charge	Accuracy	Formula	Precursor Mass	Accuracy Acceptance	Concentration Acceptance	Reportable
1	2021_10_08_BG01	Unknown	5DFCR	Quantifiers	Group 1	N/A	0.38	787355.641982345	0.365776066019487	0.0142239339805127	True	<2 points		N/A		246.1	Pass	Pass	True
2	2021_10_08_BG01	Unknown	5DFUR	Qualifiers	Group 1	N/A	2.212	936289.399486709	2.21464998057493	0.00264998057493449	True	<2 points		N/A		247.1	Pass	Pass	True
3	2021_10_08_BG01	Unknown	5DFUR_2	Qualifiers	Group 1	N/A	0.107	4318.76330687642	0.115533333333333	0.00853333333333332	True	<2 points		N/A		247.1	Pass	Pass	True
4	2021_10_08_BG02	Unknown	5DFCR	Quantifiers	Group 1	N/A	0.38	799226.891909241	0.372486873906881	0.00751312609311877	True	<2 points		N/A		246.1	Pass	Pass	True
5	2021_10_08_BG02	Unknown	5DFUR	Qualifiers	Group 1	N/A	2.212	445367.861336879	2.22136245275636	0.00936245275635939	True	<2 points		N/A		247.1	Pass	Pass	True
6	2021_10_08_BG02	Unknown	5DFUR_2	Qualifiers	Group 1	N/A	0.107	8043.21433913321	0.115533333333333	0.00853333333333332	True	<2 points		N/A		247.1	Pass	Pass	True
7	2021_10_08_BG03	Unknown	5DFCR	Quantifiers	Group 1	N/A	0.38	809612.540966333	0.366134013825462	0.0138659861745382	True	<2 points		N/A		246.1	Pass	Pass	True
8	2021_10_08_BG03	Unknown	5DFUR	Qualifiers	Group 1	N/A	2.212	972078.985711636	2.21404939068514	0.00204939068513887	True	<2 points		N/A		247.1	Pass	Pass	True
9	2021_10_08_BG03	Unknown	5DFUR_2	Qualifiers	Group 1	N/A	0.107	14966.8367485437	0.115533333333333	0.00853333333333334	True	<2 points		N/A		247.1	Pass	Pass	True
10	2021_10_08_BG04	Unknown	5DFCR	Quantifiers	Group 1	N/A	0.38	839215.606661496	0.375654055947194	0.00434594405280631	True	<2 points		N/A		246.1	Pass	Pass	True
11	2021_10_08_BG04	Unknown	5DFUR	Qualifiers	Group 1	N/A	2.212	955686.35354686	2.22250264007835	0.0105026400783532	True	<2 points		N/A		247.1	Pass	Pass	True
12	2021_10_08_BG04	Unknown	5DFUR_2	Qualifiers	Group 1	N/A	0.107	3778.94838485699	0.115533333333333	0.00853333333333335	True	<2 points		N/A		247.1	Pass	Pass	True
13	2021_10_08_BG05	Unknown	5DFCR	Quantifiers	Group 1	N/A	0.38	817173.172102676	0.37416701166914	0.0058329883308601	True	<2 points		N/A		246.1	Pass	Pass	True
14	2021_10_08_BG05	Unknown	5DFUR	Qualifiers	Group 1	N/A	2.212	1040729.20853438	2.22075082604829	0.00875082604829469	True	<2 points		N/A		247.1	Pass	Pass	True
15	2021_10_08_BG05	Unknown	5DFUR_2	Qualifiers	Group 1	N/A	0.107	2401.90384179773	0.119053373256996	0.0120533732569956	True	<2 points		N/A		247.1	Pass	Pass	True
16	2021_10_08_BG06	Unknown	5DFCR	Quantifiers	Group 1	N/A	0.38	874995.943341257	0.367293789827267	0.0127062101727327	True	<2 points		N/A		246.1	Pass	Pass	True
